comid,known_baseflow,qout_median,qout_max,rp2,rp5,rp10,rp25,rp50,rp100,qout_max_premium,rp100_premium,q_ep_10,q_ep_20,q_ep_30,q_ep_40,q_ep_50,q_ep_60,q_ep_70,q_ep_80,q_ep_90,q_ep_100
750237767,277.6679992675781,203.2,11083.19,2613.867,4333.43,5779.282,8002.102,9976.135,12249.719,16624.78564453125,18374.5785,1073.0,669.75,448.80999755859375,294.8900146484375,203.13999938964844,137.99000549316406,93.38999938964844,63.630001068115234,41.060001373291016,11.350000381469727
760416330,24.04,24.04,905.95,218.687,343.224,432.333,550.995,643.186,738.246,1358.9250183105469,1107.369,68.1500015258789,47.84000015258789,36.52000045776367,29.290000915527344,24.0,19.559999465942383,15.520000457763672,12.210000038146973,8.550000190734863,1.5499999523162842
760551508,0.2300000041723251,0.18,338.15,74.985,131.853,174.151,231.412,276.2,322.411,507.22499084472656,483.6165,1.3799999952316284,0.6600000262260437,0.4000000059604645,0.25999999046325684,0.18000000715255737,0.11999999731779099,0.07000000029802322,0.05000000074505806,0.019999999552965164,0.0
760703065,25.642000198364254,40.53,1289.97,443.927,671.588,827.784,1028.95,1180.7,1333.592,1934.9549560546875,2000.388,156.52999877929688,107.58000183105469,77.11000061035156,55.040000915527344,40.400001525878906,30.270000457763672,23.030000686645508,17.670000076293945,12.670000076293945,1.840000033378601
760533085,60.733001708984375,10.66,603.95,246.256,369.923,438.796,511.428,556.397,594.769,905.9250183105468,892.1535,51.84000015258789,30.549999237060547,20.93000030517578,14.649999618530273,10.619999885559082,7.690000057220459,5.800000190734863,4.099999904632568,2.0,0.019999999552965164
770513014,1.0570000410079956,0.05,814.63,131.781,279.258,401.195,577.442,721.937,875.666,1221.9450073242188,1313.499,1.8300000429153442,0.5400000214576721,0.23999999463558197,0.11999999731779099,0.05000000074505806,0.019999999552965164,0.009999999776482582,0.0,0.0,0.0
760076411,0.2599999904632568,0.09,120.87,31.142,47.831,59.694,75.446,87.668,100.269,181.30500411987305,150.4035,0.4300000071525574,0.25,0.17000000178813934,0.11999999731779099,0.09000000357627869,0.07000000029802322,0.05000000074505806,0.03999999910593033,0.019999999552965164,0.0
760641666,567.677978515625,99.36,4219.44,978.494,1601.981,2121.58,2914.739,3614.814,4417.235,6329.159912109375,6625.852499999999,470.6199951171875,318.7799987792969,217.5500030517578,147.72999572753906,99.44999694824219,66.69999694824219,44.369998931884766,29.729999542236328,19.110000610351562,5.639999866485596
760301701,0.032999999821186,0.05,24.21,10.702,16.124,19.664,24.018,27.161,30.213,36.31499862670898,45.319500000000005,0.14000000059604645,0.10000000149011612,0.07000000029802322,0.05999999865889549,0.05000000074505806,0.03999999910593033,0.029999999329447746,0.019999999552965164,0.019999999552965164,0.0
750133387,74.2249984741211,59.13,4024.15,829.351,1301.213,1657.144,2155.023,2560.47,2995.341,6036.224853515625,4493.0115,250.1699981689453,157.8800048828125,107.76000213623047,77.91000366210938,58.959999084472656,45.470001220703125,34.810001373291016,26.270000457763672,18.6299991607666,5.630000114440918
760764569,3.497999906539917,3.99,1126.77,282.075,500.752,651.968,841.686,979.148,1111.96,1690.155029296875,1667.94,41.63999938964844,17.309999465942383,9.65999984741211,6.369999885559082,3.9600000381469727,2.509999990463257,1.5299999713897705,0.8199999928474426,0.2800000011920929,0.0
760639645,33.654998779296875,15.43,716.57,251.169,391.254,477.305,576.37,643.13,704.22,1074.855010986328,1056.33,75.91600036621071,43.45000076293945,29.5,21.520000457763672,15.380000114440918,11.170000076293945,8.369999885559082,5.460000038146973,2.5199999809265137,0.0
760682655,15.29,15.29,341.59,118.95,177.143,216.082,265.205,301.573,337.67,512.3849945068359,506.505,44.630001068115234,31.809999465942383,24.260000228881836,18.56999969482422,15.239999771118164,12.279999732971191,9.710000038146973,7.420000076293945,5.420000076293945,0.8899999856948853
760844456,4.36,4.36,2235.98,387.298,684.012,909.304,1220.347,1468.293,1728.216,3353.969970703125,2592.3239999999996,41.400001525878906,17.329999923706055,9.970000267028809,6.409999847412109,4.340000152587891,2.9700000286102295,1.940000057220459,1.1399999856948853,0.4699999988079071,0.0
750137514,261.1340026855469,403.6,11665.36,3004.193,4279.789,5211.444,6489.075,7514.986,8605.523,17498.04052734375,12908.284499999998,1466.260009765625,1007.4139770507827,737.5379882812493,537.219970703125,402.3999938964844,301.3160034179691,227.91000366210938,169.42999267578125,119.51000213623047,35.52000045776367
760535215,5.236000061035156,2.56,256.42,71.909,105.456,132.961,174.543,211.032,252.745,384.6300201416016,379.1175,8.109999656677246,5.690000057220459,4.400000095367432,3.390000104904175,2.549999952316284,1.899999976158142,1.3899999856948853,0.9700000286102295,0.6499999761581421,0.0
760443059,0.1099999994039535,0.14,62.07,19.099,29.552,36.177,44.056,49.544,54.709,93.10499954223631,82.0635,0.4300000071525574,0.30000001192092896,0.23000000417232513,0.18000000715255737,0.14000000059604645,0.10999999940395355,0.09000000357627869,0.05999999865889549,0.03999999910593033,0.0
770584764,6.7779998779296875,8.62,4657.77,1149.874,2032.167,2690.101,3582.109,4280.535,5001.591,6986.655029296875,7502.3865,141.22000122070312,51.689998626708984,24.59000015258789,13.930000305175781,8.59000015258789,5.5,3.5399999618530273,2.0799999237060547,0.9200000166893005,0.0
750115015,229.94500732421875,389.16,11491.7,2938.582,4189.647,5100.544,6346.295,7344.055,8402.428,17237.55029296875,12603.642,1413.550048828125,971.9400024414062,712.0800170898438,518.2100219726562,387.9800109863281,290.9200134277344,220.24000549316406,163.5399932861328,115.48999786376953,34.38999938964844
750115016,1.9270000457763672,3.21,683.91,160.228,255.263,322.899,412.288,481.154,551.62,1025.8649597167969,827.4300000000001,15.34000015258789,9.869999885559082,6.570000171661377,4.440000057220459,3.200000047683716,2.299999952316284,1.600000023841858,1.1100000143051147,0.7300000190734863,0.07000000029802322
760666331,7.62,7.62,559.02,198.526,301.714,362.62,430.453,474.785,514.367,838.530029296875,771.5504999999999,36.22999954223633,21.68000030517578,14.649999618530273,10.359999656677246,7.599999904632568,5.78000020980835,4.429999828338623,3.390000104904175,2.369999885559082,0.0
720206044,0.06700000166893,0.03,21.86,3.364,5.783,7.778,10.777,13.381,16.317,32.790000915527344,24.4755,0.1599999964237213,0.07999999821186066,0.05000000074505806,0.03999999910593033,0.029999999329447746,0.019999999552965164,0.009999999776482582,0.009999999776482582,0.0,0.0
750084317,0.3120000064373016,1.21,278.29,57.584,95.688,128.788,181.221,229.116,285.611,417.4350128173828,428.4165,6.429999828338623,4.019999980926514,2.75,1.809999942779541,1.2100000381469727,0.7799999713897705,0.5099999904632568,0.3199999928474426,0.1899999976158142,0.0
760504545,0.8500000238418579,0.98,167.29,46.724,76.055,97.993,128.283,152.586,178.295,250.9349899291992,267.4425,2.880000114440918,1.9500000476837158,1.5199999809265137,1.2000000476837158,0.9800000190734863,0.800000011920929,0.6299999952316284,0.49000000953674316,0.3700000047683716,0.0
740292835,33.694000244140625,83.11,1087.81,381.475,536.971,642.603,778.75,881.997,986.748,1631.715087890625,1480.122,211.3000030517578,157.91000366210938,130.3000030517578,105.75,82.87999725341797,64.63999938964844,50.189998626708984,39.119998931884766,29.520000457763672,13.199999809265137
760588516,19.530000686645508,2.22,599.02,257.473,352.365,414.26,491.481,548.369,604.78,898.530029296875,907.17,12.609999656677246,7.480000019073486,4.659999847412109,3.1700000762939453,2.2100000381469727,1.590000033378601,1.1799999475479126,0.8799999952316284,0.6200000047683716,0.07999999821186066
770519273,175.99,175.99,4575.54,1363.807,2105.275,2673.608,3481.747,4150.729,4878.528,6863.31005859375,7317.792,632.3200073242188,417.260009765625,297.67999267578125,227.9199981689453,175.41000366210938,138.02999877929688,111.2300033569336,88.66000366210938,65.37999725341797,17.56999969482422
760596716,28.285999298095703,3.41,369.72,101.892,152.696,189.491,239.352,278.857,320.332,554.5800018310547,480.498,16.43000030517578,10.859999656677246,7.519999980926514,5.070000171661377,3.4100000858306885,2.380000114440918,1.7200000286102295,1.2799999713897705,0.8899999856948853,0.0
760541424,17.922000885009766,8.52,602.79,165.239,272.263,351.43,459.365,544.841,634.227,904.1849670410156,951.3405,37.119998931884766,23.270000457763672,15.710000038146973,11.3100004196167,8.5,6.71999979019165,5.010000228881836,3.5999999046325684,2.119999885559082,0.44999998807907104
760557808,0.7360000014305115,0.76,132.05,29.923,48.002,61.338,79.551,94.027,109.229,198.07500457763672,163.8435,2.2699999809265137,1.4900000095367432,1.159999966621399,0.9200000166893005,0.7599999904632568,0.6100000143051147,0.49000000953674316,0.3799999952316284,0.2800000011920929,0.0
760514802,17.92300033569336,5.21,406.4,117.569,174.451,211.424,256.847,289.637,321.508,609.5999908447266,482.26199999999994,23.75,14.359999656677246,9.649999618530273,6.78000020980835,5.190000057220459,4.019999980926514,3.109999895095825,2.2300000190734863,1.25,0.0
760615170,13.27299976348877,6.79,882.67,287.208,412.387,500.153,616.225,706.308,799.403,1324.0049743652344,1199.1045,42.90999984741211,25.850000381469727,16.5,10.449999809265137,6.769999980926514,4.489999771118164,3.140000104904175,2.2200000286102295,1.559999942779541,0.0
720199958,0.6690000295639038,1.33,63.03,31.892,41.985,48.202,55.614,60.858,65.896,94.54499816894533,98.844,7.889999866485596,4.230000019073486,2.6600000858306885,1.840000033378601,1.3300000429153442,1.0099999904632568,0.7799999713897705,0.6000000238418579,0.4399999976158142,0.0
760647962,113.22699737548828,58.51,2096.28,733.141,1063.864,1273.72,1526.85,1706.673,1879.314,3144.4200439453125,2818.971,239.32600402832009,151.3800048828125,107.08000183105469,76.56999969482422,58.33000183105469,45.5099983215332,35.75,25.149999618530273,15.260000228881836,0.46000000834465027
750123294,4.29,4.29,912.16,226.618,356.158,452.958,587.163,695.521,810.906,1368.2399597167969,1216.359,27.079999923706055,16.559999465942383,10.550000190734863,6.519999980926514,4.269999980926514,2.940000057220459,1.9700000286102295,1.2999999523162842,0.8100000023841858,0.0
760711458,14.15,14.15,429.72,179.05,228.569,258.768,294.599,319.88,344.137,644.5800018310547,516.2055,67.11000061035156,41.40999984741211,28.06999969482422,19.709999084472656,14.079999923706055,10.449999809265137,8.119999885559082,6.309999942779541,4.809999942779541,0.12999999523162842
760650018,30.400999069213867,19.23,827.2,196.807,297.308,377.147,494.534,594.881,707.072,1240.8000183105469,1060.608,68.13999938964844,48.0,36.400001525878906,26.469999313354492,19.170000076293945,13.949999809265137,10.199999809265137,7.309999942779541,4.889999866485596,0.5899999737739563
760623396,0.593999981880188,0.81,403.22,98.904,156.662,198.86,256.084,301.297,348.563,604.8300018310547,522.8444999999999,5.590000152587891,3.190000057220459,1.7999999523162842,1.1699999570846558,0.8100000023841858,0.5699999928474426,0.4099999964237213,0.28999999165534973,0.18000000715255737,0.0
760664372,188.17599487304688,188.76,2789.04,1042.241,1472.684,1737.163,2048.312,2264.539,2468.606,4183.56005859375,3702.909000000001,494.3259948730466,348.2699890136719,275.8500061035156,226.6300048828125,188.3699951171875,160.0800018310547,134.32000732421875,105.94000244140625,77.69000244140625,21.040000915527344
760568116,1.87,1.87,380.46,112.626,186.116,235.236,295.846,339.355,381.224,570.6899871826172,571.836,9.25,5.159999847412109,3.549999952316284,2.5299999713897705,1.8700000047683716,1.4299999475479126,0.9599999785423279,0.6299999952316284,0.36000001430511475,0.0
720204095,35.57,35.57,982.7,516.314,695.753,803.622,929.061,1015.59,1096.928,1474.0500183105469,1645.3920000000005,226.8000030517578,120.79000091552734,71.44000244140625,48.209999084472656,35.619998931884766,27.3700008392334,21.739999771118164,16.940000534057617,13.390000343322754,7.730000019073486
750082368,4.767000198364258,11.24,155.69,57.065,87.546,108.631,135.932,156.612,177.508,233.53500366210935,266.262,34.18000030517578,24.219999313354492,18.90999984741211,14.760000228881836,11.1899995803833,8.149999618530273,5.860000133514404,4.190000057220459,2.869999885559082,0.7099999785423279
770394435,0.9670000076293944,0.0,426.44,46.307,86.639,118.502,163.739,200.615,239.907,639.6600036621094,359.8605,0.1899999976158142,0.05999999865889549,0.019999999552965164,0.009999999776482582,0.0,0.0,0.0,0.0,0.0,0.0
770459991,0.0,0.02,542.77,74.144,154.736,226.413,338.768,438.784,553.14,814.155029296875,829.71,0.6899999976158142,0.20999999344348907,0.09000000357627869,0.03999999910593033,0.019999999552965164,0.009999999776482582,0.0,0.0,0.0,0.0
720193881,73.86199951171875,22.95,833.6,367.643,494.099,569.094,655.284,714.081,768.85,1250.3999633789062,1153.275,120.66999816894531,66.01000213623047,42.7400016784668,30.3799991607666,22.889999389648438,17.549999237060547,13.829999923706055,11.300000190734863,9.479999542236328,5.659999847412109
760549738,77.38300323486328,37.42,1692.69,612.015,894.39,1080.415,1312.452,1482.62,1650.325,2539.034912109375,2475.4875,161.3000030517578,99.8499984741211,69.08999633789062,49.13999938964844,37.33000183105469,29.899999618530273,23.040000915527344,16.43000030517578,9.600000381469727,1.6200000047683716
760269166,2.122999906539917,9.5,1646.46,353.116,594.978,786.257,1063.321,1295.564,1550.142,2469.68994140625,2325.213,57.68000030517578,34.7599983215332,22.25,14.720000267028809,9.4399995803833,5.96999979019165,4.03000020980835,2.759999990463257,1.7699999809265137,0.05000000074505806
760746356,21.39699935913086,37.99,5014.5,1338.571,2127.318,2663.568,3342.188,3843.473,4338.633,7521.75,6507.9495,329.16600952148417,153.44000244140625,87.76000213623047,54.560001373291016,37.79999923706055,24.3799991607666,15.5600004196167,9.039999961853027,4.570000171661377,0.0
760727932,3.2669999599456787,5.43,328.7,84.203,120.948,150.589,194.788,233.099,276.458,493.0500183105469,414.687,22.549999237060547,14.0600004196167,9.800000190734863,7.199999809265137,5.409999847412109,4.210000038146973,3.2699999809265137,2.5199999809265137,1.7699999809265137,0.019999999552965164
760656262,74.4729995727539,15.81,660.25,170.012,252.921,312.799,393.805,457.907,525.156,990.375,787.7339999999999,48.689998626708984,34.88999938964844,25.899999618530273,19.989999771118164,15.779999732971191,12.890000343322754,10.25,7.989999771118164,5.880000114440918,1.4800000190734863
760781192,724.2360229492188,296.47,5243.08,1755.849,2443.236,2921.506,3551.6,4039.564,4543.382,7864.6201171875,6815.072999999999,892.7760253906248,660.469970703125,506.03800659179615,389.2699890136719,296.0400085449219,221.0800018310547,164.05999755859375,117.20999908447266,79.20999908447266,27.84000015258789
720079258,0.328000009059906,1.53,266.92,96.455,137.779,163.873,195.297,217.613,239.047,400.3800201416016,358.5705,9.229999542236328,5.679999828338623,3.8499999046325684,2.5399999618530273,1.5399999618530273,0.8799999952316284,0.5199999809265137,0.33000001311302185,0.2199999988079071,0.0
740112798,2.861999988555908,9.75,452.29,121.926,187.482,239.786,316.901,382.954,456.897,678.4350128173828,685.3455,34.34000015258789,23.1299991607666,17.010000228881836,12.729999542236328,9.720000267028809,7.429999828338623,5.650000095367432,4.46999979019165,3.180000066757202,0.0
750127519,20.731000900268555,92.28,2772.31,870.855,1316.061,1643.292,2092.266,2452.012,2833.148,4158.465087890625,4249.722,352.4100036621094,227.05999755859375,164.3800048828125,123.61000061035156,91.95999908447266,67.88999938964844,49.099998474121094,34.57800140380877,23.25,7.400000095367432
760746400,10.82,10.82,350.46,120.34,184.255,230.392,292.559,341.489,392.539,525.6899871826172,588.8085,45.27000045776367,29.829999923706055,21.510000228881836,15.399999618530273,10.789999961853027,7.760000228881836,5.739999771118164,4.260000228881836,3.0999999046325684,1.0099999904632568
750162348,23.886999130249023,88.65,6087.03,1049.311,1645.126,2082.388,2678.735,3152.81,3651.151,9130.544677734377,5476.7265,358.239990234375,239.86000061035156,170.27999877929688,124.7300033569336,88.41999816894531,64.58999633789062,48.119998931884766,35.43000030517578,25.229999542236328,7.159999847412109
760656307,2.82,2.82,436.72,115.126,193.5,246.799,313.445,361.842,408.829,655.0800018310547,613.2435,16.65999984741211,8.5,5.550000190734863,4.050000190734863,2.809999942779541,2.0,1.3700000047683716,0.8299999833106995,0.4300000071525574,0.0
710736311,1.2480000257492063,1.33,398.36,78.088,158.653,227.943,333.42,424.85,527.147,597.5399780273438,790.7205000000001,11.529999732971191,5.289999961853027,3.0899999141693115,1.9700000286102295,1.3300000429153442,0.9399999976158142,0.6899999976158142,0.5099999904632568,0.36000001430511475,0.0
750150080,1.1169999837875366,17.87,2664.37,481.618,786.818,1035.142,1405.986,1726.619,2087.797,3996.55517578125,3131.6955,82.22000122070312,50.869998931884766,34.970001220703125,25.020000457763672,17.799999237060547,12.5,8.539999961853027,5.670000076293945,3.2200000286102295,0.0
760728003,23.496999740600582,82.36,1605.8,674.978,938.209,1122.372,1366.169,1555.825,1752.37,2408.7000732421875,2628.555,247.63999938964844,181.1199951171875,138.17999267578125,107.95999908447266,82.18000030517578,60.88999938964844,43.75,32.20000076293945,22.700000762939453,7.340000152587891
760672712,3.812000036239624,6.63,391.5,77.229,137.562,189.428,270.207,342.55,426.269,587.25,639.4035,20.770000457763672,13.680000305175781,10.319999694824219,8.180000305175781,6.610000133514404,5.389999866485596,4.400000095367432,3.5899999141693115,2.7899999618530273,0.09000000357627869
760611272,5.55,5.55,397.04,119.091,194.227,250.037,326.562,387.546,451.684,595.5600128173828,677.5260000000001,24.829999923706055,15.619999885559082,10.0600004196167,7.28000020980835,5.53000020980835,4.309999942779541,3.240000009536743,2.3299999237060547,1.4299999475479126,0.2800000011920929
760576460,85.54299926757812,42.67,1041.63,365.991,529.763,636.138,767.308,862.517,955.584,1562.4450073242188,1433.376,171.6699981689453,115.31999969482422,78.87999725341797,57.08400115966762,42.540000915527344,32.5,24.780000686645508,19.329999923706055,14.0600004196167,3.869999885559082
760613334,42.9119987487793,10.26,1530.25,336.556,531.011,684.569,908.441,1097.975,1307.952,2295.375,1961.928,61.310001373291016,36.43000030517578,22.280000686645508,14.550000190734863,10.220000267028809,7.25,5.110000133514404,3.5799999237060547,2.130000114440918,0.0
760506843,0.0,0.01,259.42,58.307,101.912,129.471,161.116,182.112,200.946,389.1300201416016,301.419,0.15000000596046448,0.05999999865889549,0.03999999910593033,0.019999999552965164,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0
750113255,4.644999980926514,1.45,436.29,71.398,119.598,158.613,216.43,265.986,321.352,654.4350128173828,482.028,8.680000305175781,5.079999923706055,3.25,2.1600000858306885,1.440000057220459,0.9900000095367432,0.7099999785423279,0.5199999809265137,0.3499999940395355,0.029999999329447746
760539639,6.815999984741211,6.42,1102.03,249.007,426.068,551.164,712.996,834.335,955.273,1653.0450439453125,1432.9095,32.2599983215332,18.639999389648438,12.0,8.489999771118164,6.389999866485596,4.829999923706055,3.630000114440918,2.4200000762939453,1.590000033378601,0.0
740190722,8.723999977111816,21.18,562.39,198.351,285.433,342.099,412.16,463.164,513.156,843.5850219726562,769.7339999999999,61.84599914550758,44.11000061035156,35.130001068115234,27.579999923706055,21.1299991607666,16.389999389648438,12.829999923706055,10.010000228881836,7.46999979019165,2.0999999046325684
740229634,17.18,17.18,338.17,152.104,192.69,219.983,255.097,281.778,308.949,507.2550201416016,463.4235,44.0099983215332,32.5099983215332,26.1299991607666,21.670000076293945,17.200000762939453,13.289999961853027,9.329999923706055,6.489999771118164,4.079999923706055,1.2699999809265137
760666632,7.630000114440918,4.59,359.45,99.522,145.815,178.935,223.44,258.463,295.052,539.1750183105469,442.578,16.450000762939453,11.6899995803833,8.859999656677246,6.360000133514404,4.579999923706055,3.299999952316284,2.390000104904175,1.7100000381469727,1.1100000143051147,0.3499999940395355
760592909,7.400000095367432,7.15,1061.16,245.31,418.172,538.824,693.148,807.61,920.667,1591.7400512695312,1381.0005,36.5099983215332,21.040000915527344,13.670000076293945,9.460000038146973,7.130000114440918,5.380000114440918,4.070000171661377,2.7200000286102295,1.7799999713897705,0.0
760666651,2.62,2.62,561.95,154.072,248.375,318.149,413.642,489.668,569.599,842.9250183105469,854.3985,16.670000076293945,9.600000381469727,5.940000057220459,3.75,2.609999895095825,1.8300000429153442,1.2599999904632568,0.8199999928474426,0.47999998927116394,0.0
760637986,87.28299713134766,19.45,648.72,186.244,270.647,327.469,399.824,453.969,508.242,973.0799560546876,762.363,60.27000045776367,43.25,32.099998474121094,24.889999389648438,19.40999984741211,15.920000076293945,12.699999809265137,9.9399995803833,7.340000152587891,1.9299999475479126
760842792,0.5740000009536743,4.3,2236.79,386.54,683.499,908.963,1220.15,1468.111,1727.946,3355.18505859375,2591.919,40.959999084472656,17.110000610351562,9.869999885559082,6.349999904632568,4.28000020980835,2.9200000762939453,1.909999966621399,1.1200000047683716,0.46000000834465027,0.0
760674858,2.5250000953674316,8.87,352.75,114.88,178.196,225.31,290.486,343.039,398.962,529.125,598.443,37.939998626708984,24.770000457763672,17.760000228881836,12.710000038146973,8.84000015258789,6.360000133514404,4.699999809265137,3.509999990463257,2.559999942779541,0.0
750094891,0.2070000022649765,0.47,170.45,45.809,68.204,84.633,107.169,125.236,144.396,255.67499542236328,216.594,2.2699999809265137,1.440000057220459,0.949999988079071,0.6600000262260437,0.4699999988079071,0.3400000035762787,0.23999999463558197,0.17000000178813934,0.10999999940395355,0.0
760709676,7.17,7.17,460.03,85.005,130.229,167.156,222.736,271.272,326.494,690.0449981689453,489.741,26.1200008392334,18.25,13.359999656677246,9.59000015258789,7.150000095367432,5.349999904632568,3.990000009536743,2.9800000190734863,2.140000104904175,0.6000000238418579
760674861,2.97,2.97,481.85,91.842,152.062,203.921,285.435,359.363,446.043,722.7750091552734,669.0645,12.710000038146973,8.619999885559082,6.119999885559082,4.25,2.9600000381469727,2.1600000858306885,1.5700000524520874,1.1799999475479126,0.8600000143051147,0.0
760637998,51.46599960327149,25.56,1084.75,347.538,551.784,690.676,866.512,996.461,1124.88,1627.125,1687.3200000000002,111.4800033569336,68.76000213623047,48.970001220703125,34.90999984741211,25.479999542236328,19.399999618530273,14.579999923706055,10.289999961853027,6.210000038146973,0.5600000023841858
750283313,9.562999725341797,1.75,513.84,91.369,147.608,198.046,280.391,357.842,451.554,770.7600402832031,677.3309999999999,13.420000076293945,7.730000019073486,4.519999980926514,2.7699999809265137,1.7400000095367432,1.1299999952316284,0.7300000190734863,0.49000000953674316,0.3199999928474426,0.0
760807986,4460.86376953125,1896.53,13567.79,7054.644,9390.798,10763.817,12331.573,13395.204,14381.906,20351.68505859375,21572.859,5504.5759765625,4007.0040039062515,3075.2580078124993,2444.800048828125,1891.22998046875,1459.8199462890625,1107.5120117187498,852.5399780273438,621.1199951171875,260.0
710795843,148.64199829101562,27.7,4685.63,1268.595,2107.479,2668.207,3359.263,3854.489,4330.214,7028.44482421875,6495.321,217.89599609374977,135.36000061035156,87.73999786376953,52.400001525878906,27.959999084472656,15.300000190734863,9.579999923706055,6.329999923706055,4.320000171661377,1.2100000381469727
760529483,25.450000762939453,24.03,907.53,219.004,343.742,432.99,551.833,644.16,739.356,1361.2950439453125,1109.034,68.12000274658203,47.81999969482422,36.4900016784668,29.270000457763672,23.979999542236328,19.549999237060547,15.510000228881836,12.199999809265137,8.539999961853027,1.5399999618530273
750117456,66.66899871826172,92.44,2765.17,869.649,1313.921,1640.496,2088.618,2447.723,2828.22,4147.7548828125,4242.33,352.7200012207031,227.36000061035156,164.6300048828125,123.80000305175781,92.12999725341797,68.02999877929688,49.220001220703125,34.66999816894531,23.309999465942383,7.420000076293945
750099026,0.1550000011920929,1.63,587.12,166.55,239.955,291.278,358.964,411.347,465.352,880.6799926757812,698.028,9.010000228881836,5.389999866485596,3.3299999237060547,2.259999990463257,1.6299999952316284,1.159999966621399,0.8299999833106995,0.6000000238418579,0.3700000047683716,0.0
750099032,3.359999895095825,0.59,182.3,37.543,62.018,81.842,111.285,136.595,164.956,273.4500045776367,247.43399999999997,3.1600000858306885,1.9700000286102295,1.2200000286102295,0.8399999737739563,0.5899999737739563,0.4300000071525574,0.3100000023841858,0.2199999988079071,0.14000000059604645,0.0
760521316,0.9919999837875366,1.94,298.23,81.39,152.388,203.658,270.0,319.306,367.846,447.3450164794922,551.769,8.279999732971191,5.300000190734863,3.6600000858306885,2.569999933242798,1.9299999475479126,1.4700000286102295,1.090000033378601,0.7200000286102295,0.3700000047683716,0.009999999776482582
710857316,2.08,2.08,573.42,162.974,267.265,337.154,423.77,486.266,546.691,860.1299743652344,820.0365,20.440000534057617,11.850000381469727,6.869999885559082,3.759999990463257,2.0999999046325684,1.25,0.800000011920929,0.5299999713897705,0.36000001430511475,0.0
